price_usd,brand,model_family,condition_score,release_year,cpu_brand,cpu_family,cpu_generation,cpu_suffix,processor_speed_ghz,gpu_vendor,gpu,ram_gb,storage_type,ssd_gb,hdd_gb,storage_capacity_gb,has_dual_storage,screen_size_inch,resolution_width,resolution_height,os,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_webcam,has_wifi
458.86,dell,latitude,2,-1,intel,core_i7,unknown,unknown,4.7,intel,Intel Iris Xe Graphics,16,unknown,-1,-1,512,-1,15.6,1920,1080,unknown,0,0,0,0,0
347.83,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
382.73,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
3408.5,dell,alienware,6,2023,intel,core_i9,intel_13,HX,-1,nvidia,NVIDIA GeForce RTX 4090,32,ssd,2048,0,2048,0,16,2560,1600,windows,0,0,0,0,0
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_7,unknown,3,intel,Intel Iris Plus Graphics 640,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
331.66,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
714.35,lenovo,other,6,-1,intel,core_i5,intel_12,unknown,4,intel,Intel UHD Graphics,-1,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,1
281.82,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
478.73,fujitsu,lifebook,3,-1,intel,core_i3,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,1,1,1
375.1,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_7,unknown,3,intel,Intel Iris Plus Graphics 640,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
465.93,lenovo,other,3,-1,intel,core_i3,intel_7,unknown,2.4,intel,Intel HD Graphics 620,-1,ssd,512,0,512,0,13,1366,768,windows,0,0,1,1,1
355.34,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
226.24,dell,latitude,3,-1,intel,core_i5,intel_6,U,2.4,unknown,Unknown,-1,ssd,256,0,256,0,12.5,1920,1080,windows,0,0,1,1,1
119.99,hp,other,6,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,15.6,-1,-1,unknown,0,0,0,0,0
355.34,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
375.1,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
419.31,lenovo,other,3,-1,intel,core_i3,intel_7,unknown,2.4,intel,Intel HD Graphics 620,-1,ssd,128,0,128,0,13,1366,768,windows,0,0,1,1,1
138.99,hp,chromebook,3,-1,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,ssd,16,0,16,0,14,1366,768,chrome_os,0,0,1,1,1
483.99,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,nvidia,NVIDIA GeForce GT 720M,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,0,0,1
428.11,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,128,0,128,0,13.3,1366,768,windows,0,0,1,1,1
385.56,fujitsu,lifebook,3,-1,intel,core_i3,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,1,1,1
2729.53,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,-1,ssd,4096,0,4096,0,14,1920,1080,windows,0,0,1,1,1
1500,asus,rog,2,2020,intel,core_i7,intel_10,unknown,2.3,nvidia,NVIDIA GeForce RTX 2080 Super,32,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,1,1,0,1
234.09,dell,latitude,4,-1,intel,core_i7,intel_5,unknown,2.6,intel,Intel HD Graphics 5500,8,ssd,256,0,256,0,12.5,-1,-1,windows,0,1,0,1,0
160,dell,other,3,-1,intel,core_i5,intel_2,unknown,-1,unknown,Unknown,8,hdd,0,-1,-1,-1,14,-1,-1,windows,0,0,0,0,0
297.39,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 620,-1,ssd,128,0,128,0,14,1920,1080,windows,0,0,0,0,0
164.46,asus,chromebook,2,-1,intel,celeron,unknown,unknown,1.1,intel,Intel HD Graphics 500,64,emmc,0,0,64,0,14,1920,1080,chrome_os,0,0,1,1,1
89.99,hp,elite_x2,3,-1,intel,core_i5,intel_7,U,2.5,intel,Intel UHD Graphics 620,8,ssd,128,0,128,0,12.3,2736,1824,windows,1,0,0,0,0
65,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,-1,unknown,Unknown,8,hdd,0,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
668,panasonic,toughbook,4,2019,intel,core_i5,intel_7,unknown,3.3,intel,Intel HD Graphics 615,16,ssd,256,0,256,0,10.1,1920,1200,windows,1,1,1,1,1
370.27,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
312.7,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
375.1,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
399.8,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 620,-1,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,0
999.73,lenovo,other,3,-1,intel,core_i5,intel_12,unknown,-1,intel,Intel UHD Graphics,-1,ssd,-1,0,-1,-1,15.6,1920,1080,windows,0,0,0,1,0
49.99,samsung,chromebook,2,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,emmc,0,0,32,0,14,1366,768,chrome_os,0,0,0,0,0
584.42,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,3,amd,AMD Radeon HD 8790M,-1,ssd,512,0,512,0,15.6,1366,768,windows,0,0,1,1,1
297.64,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,1,0,1
164.99,dell,latitude,3,-1,intel,core_2,unknown,unknown,2,unknown,Unknown,3,hdd,0,64,64,0,14.1,-1,-1,windows,0,0,0,0,0
276.35,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
2331.02,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,0,1,1,1
584.42,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,3,amd,AMD Radeon HD 8790M,-1,ssd,512,0,512,0,15.6,1366,768,windows,0,0,1,1,1
2135.6,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,-1,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,1,1
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_8,unknown,3,intel,Intel Iris Plus Graphics,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_7,unknown,3,intel,Intel Iris Plus Graphics 640,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
254.69,dell,latitude,3,2019,other,other,unknown,unknown,1.6,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,14,1366,768,windows,0,0,1,0,1
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_8,unknown,3,intel,Intel Iris Plus Graphics,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
149,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Integrated Graphics,-1,ssd,256,0,256,0,14,-1,-1,unknown,0,0,0,1,0
2148.37,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.99,intel,Intel UHD Graphics 620,-1,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,1
446.78,lenovo,thinkpad,3,-1,intel,core_i5,intel_4,unknown,1.99,intel,Intel HD Graphics 4400,-1,ssd,128,0,128,0,12.5,1366,768,windows,0,0,1,1,1
324.34,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 620,-1,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,0,0
1302.19,microsoft,surface_book,4,-1,intel,core_i7,intel_10,unknown,3,intel,Intel Iris Plus Graphics,-1,ssd,128,0,128,0,13.5,2256,1504,windows,0,1,1,1,1
442.85,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
349.42,lenovo,thinkpad,3,-1,intel,core_i5,intel_7,unknown,3.1,unknown,Unknown,-1,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,0,1
421.89,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,512,0,512,0,13.3,1366,768,windows,0,0,1,1,1
509.45,hp,other,4,2023,amd,ryzen_7,amd_5000,U,4.5,amd,AMD Radeon Graphics,16,ssd,512,0,512,0,17.3,1920,1080,windows,0,0,1,1,1
25.5,lenovo,thinkpad,3,2015,intel,celeron,unknown,unknown,1.83,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
34.99,hp,chromebook,2,-1,intel,pentium,unknown,unknown,1.1,amd,AMD Radeon Graphics,4,ssd,64,0,64,0,14,1366,768,chrome_os,0,0,1,1,1
483.99,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,nvidia,NVIDIA GeForce GT 720M,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,0,0,1
888.88,dell,latitude,6,2023,intel,core_i7,intel_13,unknown,5,unknown,Integrated Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
149.99,dell,latitude,3,-1,intel,core_2,unknown,unknown,2,unknown,Unknown,3,hdd,0,64,64,0,14.1,-1,-1,windows,0,0,0,0,0
668,panasonic,toughbook,4,2019,intel,core_i5,intel_7,unknown,3.3,intel,Intel HD Graphics 615,16,ssd,256,0,256,0,10.1,1920,1200,windows,1,1,1,1,1
326.22,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,-1,nvidia,NVIDIA GeForce GT 720M,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,0
422.01,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
255,hp,stream,6,-1,intel,celeron,unknown,unknown,1.1,unknown,Unknown,-1,emmc,0,0,64,0,14,-1,-1,windows,0,0,0,0,0
55,acer,other,3,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,emmc,0,0,32,0,14,-1,-1,chrome_os,0,0,1,1,1
35,dell,latitude,1,-1,intel,core_i5,intel_5,unknown,2.3,unknown,Unknown,8,ssd,128,0,128,0,12.5,1366,768,unknown,0,0,0,0,0
385.56,fujitsu,lifebook,3,-1,intel,core_i3,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,1,1,1
135,hp,probook,3,-1,intel,core_i3,intel_8,unknown,2.1,unknown,Unknown,16,ssd,16,0,16,0,14,-1,-1,windows,0,0,0,0,0
99.99,dell,latitude,3,-1,intel,core_i7,unknown,unknown,2.8,unknown,Unknown,16,ssd,64,0,64,0,14,1920,1080,windows,0,0,0,0,1
119.99,samsung,chromebook,2,-1,intel,celeron,unknown,unknown,-1,intel,Intel UHD Graphics 600,4,unknown,-1,-1,16,-1,11.6,1366,768,chrome_os,0,0,1,1,1
569.99,dell,other,5,-1,intel,core_i5,intel_13,unknown,1.3,unknown,Unknown,8,ssd,512,0,512,0,16,1920,1200,windows,0,0,0,0,0
340.69,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
323.12,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
458.4,lenovo,thinkpad,3,-1,intel,core_i5,intel_4,unknown,1.99,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,12.5,1366,768,windows,0,0,1,1,1
119.99,hp,other,6,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,15.6,-1,-1,unknown,0,0,0,0,0
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_8,unknown,3,intel,Intel Iris Plus Graphics,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
2331.02,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.99,intel,Intel UHD Graphics 620,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,0,1,1,1
2148.37,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.99,intel,Intel UHD Graphics 620,-1,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,1
343.92,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
379.64,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,nvidia,NVIDIA GeForce GT 720M,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
447.33,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
1046.72,microsoft,surface_book,4,-1,intel,core_i7,intel_8,unknown,3,intel,Intel Iris Plus Graphics,-1,ssd,256,0,256,0,13.5,2256,1504,windows,0,1,1,1,1
74.99,lenovo,other,4,-1,intel,celeron,unknown,unknown,2.4,intel,Intel HD Graphics,4,emmc,0,0,32,0,11.6,1366,768,chrome_os,0,0,1,1,1
49.99,acer,chromebook,2,-1,intel,celeron,unknown,unknown,1.4,intel,Intel HD Graphics,2,ssd,16,0,16,0,11.6,1366,768,chrome_os,1,1,1,1,1
62.99,acer,chromebook,4,-1,mediatek,mediatek,unknown,unknown,2.1,unknown,Unknown,4,ssd,32,0,32,0,13.3,-1,-1,chrome_os,1,0,0,0,0
99,dell,latitude,3,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,0,0,0
175,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,12.3,1920,1080,windows,0,0,0,0,0
538.99,hp,other,4,-1,amd,ryzen_7,unknown,unknown,1.9,amd,AMD Radeon Graphics,16,ssd,1024,0,1024,0,14,1920,1080,other,0,0,1,0,1
119.95,lenovo,thinkpad,3,-1,intel,core_i5,intel_2,unknown,-1,unknown,Unknown,16,hdd,0,512,512,0,14,-1,-1,linux,0,0,0,1,1
339,hp,pavilion,3,-1,amd,ryzen_5,amd_3000,H,2.1,unknown,Unknown,16,ssd,256,0,256,0,15.6,-1,-1,windows,0,0,0,0,0
250,getac,other,3,-1,intel,core_i7,intel_6,unknown,2.6,intel,Intel HD Graphics 520,16,ssd,128,0,128,0,14.1,-1,-1,windows,1,1,1,0,1
148.96,microsoft,surface_book,3,-1,intel,core_i5,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,13.5,-1,-1,unknown,0,0,0,0,0
529.99,lenovo,thinkpad,2,-1,qualcomm,snapdragon,unknown,unknown,3,qualcomm,Qualcomm Adreno 690,16,ssd,512,0,512,0,13.3,1920,1200,windows,1,1,1,1,1
149.99,microsoft,surface_book,3,-1,intel,core_i5,intel_7,unknown,2.6,unknown,Unknown,8,ssd,256,0,256,0,13.3,3000,2000,unknown,0,0,0,0,0
575,dell,inspiron,2,-1,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,40,ssd,1024,0,1024,0,16,3072,1920,windows,0,1,1,1,1
189.99,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,16,ssd,512,0,512,0,14,1366,768,windows,0,0,1,1,1
442.83,panasonic,toughbook,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,-1,ssd,512,0,512,0,13.3,-1,-1,windows,0,0,0,0,0
219.99,lenovo,other,4,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,12,ssd,512,0,512,0,14,1920,1080,windows,0,0,1,1,1
94.99,dell,latitude,3,2017,intel,core_i7,intel_6,HQ,2.7,unknown,Unknown,8,ssd,-1,0,-1,-1,15.6,1920,1080,unknown,0,0,1,1,1
99.95,hp,chromebook,3,2021,mediatek,mediatek,unknown,unknown,2,unknown,Unknown,4,emmc,0,0,32,0,11.6,1366,768,chrome_os,1,0,1,1,0
263.28,dell,latitude,4,-1,intel,core_i5,intel_8,U,1.6,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,1,0
100,lenovo,thinkpad,3,2016,intel,core_i3,intel_4,unknown,2.4,intel,Intel HD Graphics 4600,8,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,1,0
29.99,asus,chromebook,3,2016,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics 400,4,emmc,0,0,-1,-1,11.6,1366,768,chrome_os,0,0,1,1,1
319.1,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
324.09,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
389.52,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,1
320.19,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,-1,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,0
299,sgin,other,6,-1,intel,celeron,unknown,unknown,2.4,unknown,Unknown,24,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,0,1,0,1
588.65,dell,inspiron,3,-1,unknown,unknown,unknown,unknown,2.4,unknown,Unknown,-1,hdd,0,512,512,0,15.6,-1,-1,windows,0,0,1,1,0
329.77,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
323.43,lenovo,thinkpad,3,-1,intel,core_i5,intel_7,unknown,3.1,unknown,Unknown,-1,ssd,128,0,128,0,14,1920,1080,windows,0,1,1,0,1
90,dell,other,1,-1,intel,celeron,unknown,unknown,1.86,unknown,Unknown,4,hdd,0,-1,-1,-1,11.6,-1,-1,unknown,0,0,0,0,0
325.82,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 4600,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,1,0
380,hp,other,3,-1,intel,core_i3,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
150,dell,latitude,3,-1,intel,core_i5,intel_5,U,2.3,unknown,Unknown,4,hdd,0,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
179.99,kano,other,2,-1,intel,celeron,unknown,unknown,1.1,unknown,Unknown,4,emmc,0,0,64,0,11.6,1366,768,windows,1,0,0,0,0
699.89,msi,other,2,2021,intel,core_i5,intel_11,unknown,2.7,nvidia,NVIDIA GeForce RTX 3050,8,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,1,0,1
40,dell,latitude,3,-1,intel,core_i3,intel_5,unknown,2,unknown,Unknown,4,hdd,0,256,256,0,15.6,-1,-1,unknown,0,0,0,0,0
1449.99,dell,latitude,4,2022,intel,core_i5,intel_11,unknown,2.4,intel,Intel Iris Xe Graphics,32,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,0
329.99,dell,latitude,3,-1,intel,core_i5,intel_6,U,2.6,unknown,Unknown,-1,ssd,256,0,256,0,12.5,-1,-1,unknown,0,0,0,0,0
442.85,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
249.99,microsoft,surface_laptop,3,-1,intel,core_i5,intel_10,unknown,1.2,unknown,Unknown,8,nvme_ssd,256,0,256,0,13.5,-1,-1,windows,1,0,0,0,0
819.99,hp,envy,6,2020,intel,core_i7,intel_10,unknown,1.6,intel,Intel Iris Plus Graphics,8,ssd,1024,0,1024,0,13.3,3840,2160,windows,1,1,1,1,1
99.99,dell,latitude,3,-1,intel,core_i5,intel_2,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,15.6,-1,-1,windows,0,0,0,0,0
169.95,dell,latitude,3,2010,intel,core_i5,intel_1,unknown,2.4,intel,Intel HD Graphics,4,hdd,0,128,128,0,14.1,1280,800,windows,0,0,0,0,1
199,lenovo,thinkpad,3,-1,amd,ryzen_5,unknown,unknown,2,amd,AMD Radeon Vega 8,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
19.99,hp,pavilion,3,-1,intel,core_2,unknown,unknown,-1,unknown,Unknown,4,unknown,-1,-1,-1,-1,15.6,-1,-1,unknown,0,0,0,0,0
196.99,asus,vivobook,2,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,emmc,0,0,64,0,14,1366,768,windows,1,1,1,1,1
529.99,apple,macbook_pro,4,2018,intel,core_i5,intel_8,U,2.3,intel,Intel HD Graphics,8,ssd,512,0,512,0,13.3,1366,768,macos,0,0,0,0,1
259.99,getac,other,3,-1,unknown,unknown,unknown,unknown,2.2,unknown,Unknown,8,ssd,256,0,256,0,10.1,-1,-1,windows,0,0,0,0,0
448.14,lenovo,thinkpad,3,-1,intel,core_i5,intel_7,unknown,3.1,unknown,Unknown,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,0,1
710,apple,macbook_pro,1,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,-1,ssd,-1,0,-1,-1,13,-1,-1,unknown,0,0,0,0,0
160,hp,elitebook,1,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,8,hdd,0,-1,-1,-1,15.6,1920,1080,unknown,0,0,0,1,1
249.99,lenovo,other,3,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,16,ssd,-1,0,-1,-1,14,-1,-1,windows,0,0,0,0,0
449.95,dell,latitude,3,-1,intel,core_i7,intel_11,unknown,3,intel,Intel Iris Xe Graphics,16,ssd,256,0,256,0,14,1920,1080,unknown,0,0,1,1,1
199.99,hp,other,4,-1,intel,celeron,unknown,unknown,1.1,unknown,Unknown,-1,ssd,-1,0,-1,-1,14,1366,768,chrome_os,0,0,0,0,0
115,lenovo,other,2,2020,mediatek,mediatek,unknown,unknown,2,unknown,Integrated Graphics,4,ssd,128,0,128,0,10.1,1920,1200,chrome_os,1,0,1,1,1
749,dell,xps,4,2021,intel,core_i5,intel_11,unknown,-1,intel,Intel Iris Xe Graphics,8,ssd,512,0,512,0,13.4,3456,2160,windows,1,1,1,1,1
424.34,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
344.66,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
189.99,hp,elitebook,3,-1,intel,core_i5,intel_8,unknown,1.6,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,1920,1080,windows,0,1,0,1,1
49.99,lenovo,chromebook,3,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,32,0,11.6,-1,-1,chrome_os,0,0,0,0,0
269.69,lenovo,thinkpad,3,2018,other,other,unknown,unknown,1.9,intel,Intel UHD Graphics 630,16,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
500,lenovo,legion,2,-1,amd,ryzen_5,unknown,unknown,3,nvidia,NVIDIA GeForce GTX 1660 Ti,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,1
375.8,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,1.99,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,1,1
450,dell,inspiron,3,2017,intel,core_i5,intel_7,unknown,2.5,nvidia,NVIDIA GeForce GTX 1050 Ti,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,1
199,dell,precision,3,-1,intel,core_i7,intel_3,unknown,2.7,nvidia,NVIDIA Quadro K1000M,16,hdd,0,512,512,0,15.6,1920,1080,windows,0,0,0,1,0
398.46,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,1,1,1
800,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,U,-1,unknown,Unknown,16,ssd,256,0,256,0,15.6,-1,-1,other,0,0,0,0,0
859.99,dell,latitude,3,-1,intel,core_i7,intel_13,unknown,-1,unknown,Unknown,16,ssd,512,0,512,0,14,-1,-1,unknown,1,1,1,1,1
169,dell,latitude,2,2018,intel,core_i7,intel_8,unknown,1.9,intel,Intel HD Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
375.36,acer,chromebook,2,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,ssd,32,0,32,0,12,1366,912,chrome_os,1,0,1,1,1
467.52,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,nvidia,NVIDIA GeForce GT 720M,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,1
1019.2,lenovo,thinkbook,2,-1,intel,core_i7,intel_12,unknown,1.7,intel,Intel UHD Graphics,8,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
179.99,dell,latitude,3,-1,intel,core_i7,intel_7,unknown,2.8,intel,Intel HD Graphics 630,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
